score,date,album,artist,reviewer,url
7.4,April 3 2018,Liberty,Lindi Ortega,Stephen M. Deusner,https://pitchfork.com/reviews/albums/lindi-ortega-liberty/
6.0,April 2 2018,Expectations,Hayley Kiyoko,Laura Snapes,https://pitchfork.com/reviews/albums/hayley-kiyoko-expectations/
7.2,April 3 2018,Uneven Paths: Deviant Pop From Europe 1980-1991,,Andy Beta,https://pitchfork.com/reviews/albums/various-artists-uneven-paths-deviant-pop-from-europe-1980-1991/
6.1,April 4 2018,Haze,The Shacks,Margaret Farrell,https://pitchfork.com/reviews/albums/the-shacks-haze/
7.6,March 30 2018,Your Queen Is a Reptile,Sons of Kemet,Madison Bloom,https://pitchfork.com/reviews/albums/sons-of-kemet-your-queen-is-a-reptile/
8.0,April 1 2018,Raw Like Sushi,Neneh Cherry,Maura Johnston,https://pitchfork.com/reviews/albums/neneh-cherry-raw-like-sushi/
5.8,March 31 2018,No Joy / Sonic Boom EP,"No Joy,Sonic Boom",Nina Corcoran,https://pitchfork.com/reviews/albums/no-joy-sonic-boom-no-joy-sonic-boom-ep/
6.9,March 31 2018,Shake It Up,"The Cars,The Cars",Alfred Soto,https://pitchfork.com/reviews/albums/the-cars-shake-it-up-heartbeat-city/
6.9,March 30 2018,Collection 1,SAINt JHN,Briana Younger,https://pitchfork.com/reviews/albums/saint-jhn-collection-1/
7.8,March 29 2018,Vessel,Frankie Cosmos,Jenn Pelly,https://pitchfork.com/reviews/albums/frankie-cosmos-vessel/
7.7,March 30 2018,Gravitational Pull vs. the Desire for an Aquatic Life,Stars of the Lid,Andy Beta,https://pitchfork.com/reviews/albums/stars-of-the-lid-gravitational-pull-vs-the-desire-for-an-aquatic-life/
8.1,March 30 2018,Code Girl,Mary Halvorson,Seth Colter Walls,https://pitchfork.com/reviews/albums/mary-halvorson-code-girl/
5.2,March 29 2018,Don Talk,Don Q,Stephen Kearse,https://pitchfork.com/reviews/albums/don-q-don-talk/
6.8,March 29 2018,Sex & Cigarettes,Toni Braxton,Claire Lobenfeld,https://pitchfork.com/reviews/albums/toni-braxton-sex-and-cigarettes/
8.3,March 27 2018,"The Final Tour: The Bootleg Series, Vol. 6","Miles Davis,John Coltrane",Andy Beta,https://pitchfork.com/reviews/albums/miles-davis-john-coltrane-the-final-tour-the-bootleg-series-vol-6/
7.2,March 27 2018,01DEAS,The Maghreban,Philip Sherburne,https://pitchfork.com/reviews/albums/the-maghreban-01deas/
6.0,March 28 2018,Paradox (Original Music From the Film),"Neil Young,Promise of the Real",Stephen Thomas Erlewine,https://pitchfork.com/reviews/albums/neil-young-promise-of-the-real-paradox-original-music-from-the-film/
6.7,March 29 2018,The Rite of May EP,Oklou,Jamieson Cox,https://pitchfork.com/reviews/albums/oklou-the-rite-of-may-ep/
7.4,March 27 2018,Blueprint,Alice Bag,Nina Corcoran,https://pitchfork.com/reviews/albums/alice-bag-blueprint/
7.6,March 27 2018,The Kids Are Alright,Chloe x Halle,Briana Younger,https://pitchfork.com/reviews/albums/chloe-x-halle-the-kids-are-alright/
7.8,March 28 2018,Edgewood,Trouble,Jackson Howard,https://pitchfork.com/reviews/albums/trouble-edgewood/
7.6,March 28 2018,The Four Worlds,Mark Pritchard,Ben Cardew,https://pitchfork.com/reviews/albums/mark-pritchard-the-four-worlds/
7.4,March 26 2018,California EP,Diplo,Jonah Bromwich,https://pitchfork.com/reviews/albums/diplo-california-ep/
9.0,March 26 2018,Cinema,Holger Czukay,Daniel Martin-McCormick,https://pitchfork.com/reviews/albums/holger-czukay-cinema/
7.3,March 28 2018,Isle of Dogs (Original Soundtrack),,Calum Marsh,https://pitchfork.com/reviews/albums/various-artists-isle-of-dogs-original-soundtrack/
9.3,March 25 2018,Something Else,The Kinks,Luc Sante,https://pitchfork.com/reviews/albums/the-kinks-something-else/
8.3,March 23 2018,Music and Poetry of the Kesh,"Ursula K. Le Guin,Todd Barton",Rebecca Bengal,https://pitchfork.com/reviews/albums/ursula-k-le-guin-todd-barton-music-and-poetry-of-the-kesh/
4.7,March 23 2018,Boarding House Reach,Jack White,Jayson Greene,https://pitchfork.com/reviews/albums/boarding-house-reach/
7.7,March 24 2018,Hormone Lemonade,Cavern of Anti-Matter,Ben Cardew,https://pitchfork.com/reviews/albums/cavern-of-anti-matter-hormone-lemonade/
8.7,March 24 2018,Closing Time,"Tom Waits,Tom Waits,Tom Waits,Tom Waits,Tom Waits,Tom Waits,Tom Waits",Stephen M. Deusner,https://pitchfork.com/reviews/albums/tom-waits-closing-timethe-heart-of-saturday-nightnighthawks-at-the-dinersmall-changeforeign-affairsblue-valentineheartattack-and-vine/
6.4,March 26 2018,Twentytwo in Blue,Sunflower Bean,Ian Cohen,https://pitchfork.com/reviews/albums/sunflower-bean-twentytwo-in-blue/
7.4,March 26 2018,2 Tone,"Shuta Hasunuma,U-zhaan",Steven Arroyo,https://pitchfork.com/reviews/albums/shuta-hasunuma-u-zhaan-2-tone/
7.6,March 22 2018,New Material,Preoccupations,Sasha Geffen,https://pitchfork.com/reviews/albums/preoccupations-new-material/
6.8,March 24 2018,Cardamom Garden EP,Habibi,Vrinda Jagota,https://pitchfork.com/reviews/albums/habibi-cardamom-garden-ep/
7.7,March 21 2018,Rich as in Spirit,Rich Homie Quan,Sheldon Pearce,https://pitchfork.com/reviews/albums/rich-homie-quan-rich-as-in-spirit/
6.3,March 23 2018,Longwave,Bonny Doon,Calum Marsh,https://pitchfork.com/reviews/albums/bonny-doon-longwave/
7.2,March 24 2018,Deep Soundscapes,Takecha,Jesse Weiss,https://pitchfork.com/reviews/albums/takecha-deep-soundscapes/
6.2,March 22 2018,Elevators: Act I & II,Bishop Nehru,Dean Van Nguyen,https://pitchfork.com/reviews/albums/bishop-nehru-elevators-act-i-and-ii/
7.2,March 20 2018,Bliss,Hell to Pay,Andy O'Connor,https://pitchfork.com/reviews/albums/hell-to-pay-bliss/
6.1,March 22 2018,Brat Mail,Kash Doll,Brian Josephs,https://pitchfork.com/reviews/albums/kash-doll-brat-mail/
6.1,March 22 2018,PRhyme 2,PRhyme,Jonah Bromwich,https://pitchfork.com/reviews/albums/prhyme-prhyme-2/
7.6,March 20 2018,There’s a Riot Going On,Yo La Tengo,Eric Harvey,https://pitchfork.com/reviews/albums/yo-la-tengo-theres-a-riot-going-on/
7.4,March 20 2018,Dog Bless,Gulfer,Ian Cohen,https://pitchfork.com/reviews/albums/gulfer-dog-bless/
6.8,March 21 2018,A Strange Journey Into the Unimaginable,Murs,Evan Rytlewski,https://pitchfork.com/reviews/albums/murs-a-strange-journey-into-the-unimaginable/
6.7,March 21 2018,High Maintenance EP,Saweetie,Briana Younger,https://pitchfork.com/reviews/albums/saweetie-high-maintenance-ep/
10,March 18 2018,Nebraska,Bruce Springsteen,Mark Richardson,https://pitchfork.com/reviews/albums/bruce-springsteen-nebraska/
7.5,March 21 2018,No Fool Like an Old Fool,Caroline Says,Jillian Mapes,https://pitchfork.com/reviews/albums/caroline-says-no-fool-like-an-old-fool/
6.4,March 20 2018,All That Must Be,George FitzGerald,Philip Sherburne,https://pitchfork.com/reviews/albums/george-fitzgerald-all-that-must-be/
7.8,March 17 2018,Ventriloquism,Meshell Ndegeocello,Brad Nelson,https://pitchfork.com/reviews/albums/meshell-ndegeocello-ventriloquism/
6.1,March 19 2018,I’ll Be Your Girl,The Decemberists,Evan Rytlewski,https://pitchfork.com/reviews/albums/the-decemberists-ill-be-your-girl/
6.2,March 19 2018,Long Trax 2,Will Long,Andy Beta,https://pitchfork.com/reviews/albums/will-long-long-trax-2/
7.4,March 17 2018,Romance,Oneida,Dale W Eisinger,https://pitchfork.com/reviews/albums/oneida-romance/
7.4,March 19 2018,Consumers Park,Chuck Strangers,Dean Van Nguyen,https://pitchfork.com/reviews/albums/chuck-strangers-consumers-park/
7.7,March 19 2018,Jericho Sirens,Hot Snakes,Stuart Berman,https://pitchfork.com/reviews/albums/hot-snakes-jericho-sirens/
8.5,March 16 2018,Now Only,Mount Eerie,Sam Sodomsky,https://pitchfork.com/reviews/albums/mount-eerie-now-only/
8.0,March 23 2018,The Smoke,Lolina,Sasha Geffen,https://pitchfork.com/reviews/albums/lolina-the-smoke/
5.2,March 17 2018,The Chocolate Box EP,Jeremih,Claire Lobenfeld,https://pitchfork.com/reviews/albums/jeremih-the-chocolate-box-ep/
6.7,March 15 2018,Bobby Tarantino II,Logic,Evan Rytlewski,https://pitchfork.com/reviews/albums/logic-bobby-tarantino-ii/
4.7,March 16 2018,The Neighbourhood,The Neighbourhood,Ian Cohen,https://pitchfork.com/reviews/albums/the-neighbourhood-the-neighbourhood/
7.0,March 15 2018,Communion,Park Jiha,Natalie Weiner,https://pitchfork.com/reviews/albums/park-jiha-communion/
7.2,March 14 2018,Francis Trouble,Albert Hammond Jr.,Jamieson Cox,https://pitchfork.com/reviews/albums/albert-hammond-jr-francis-trouble/
8.0,March 15 2018,The Wolf of Grape Street,03 Greedo,Paul A. Thompson,https://pitchfork.com/reviews/albums/03-greedo-the-wolf-of-grape-street/
6.8,March 17 2018,Surrender Your Soul,Killy,Michelle Kim,https://pitchfork.com/reviews/albums/killy-surrender-your-soul/
7.3,March 16 2018,Cocoa Sugar,Young Fathers,Sheldon Pearce,https://pitchfork.com/reviews/albums/young-fathers-cocoa-sugar/
7.8,March 14 2018,You Were Never Really Here (Original Motion Picture Soundtrack),Jonny Greenwood,Philip Sherburne,https://pitchfork.com/reviews/albums/jonny-greenwood-you-were-never-really-here-original-motion-picture-soundtrack/
7.2,March 15 2018,Physically Sick 2,,Megan Buerger,https://pitchfork.com/reviews/albums/various-artists-physically-sick-2/
7.6,March 16 2018,Myths 003 EP,"Dungen,Woods",Grayson Haver Currin,https://pitchfork.com/reviews/albums/dungen-woods-myths-003-ep/
7.2,March 13 2018,White Is Relic/Irrealis Mood,Of Montreal,Judy Berman,https://pitchfork.com/reviews/albums/of-montreal-white-is-relicirrealis-mood/
6.5,March 14 2018,August Greene,August Greene,Phillip Mlynar,https://pitchfork.com/reviews/albums/august-greene-august-greene/
8.1,March 13 2018,Have fun EP,Smerz,Jamieson Cox,https://pitchfork.com/reviews/albums/smerz-have-fun-ep/
7.7,March 16 2018,New Path,Essaie Pas,Max Mertens,https://pitchfork.com/reviews/albums/essaie-pas-new-path/
5.8,March 12 2018,American Utopia,David Byrne,Evan Rytlewski,https://pitchfork.com/reviews/albums/david-byrne-american-utopia/
6.8,March 12 2018,Spiritual Conversations EP,Mozzy,Paul A. Thompson,https://pitchfork.com/reviews/albums/mozzy-spiritual-conversations-ep/
6.6,March 13 2018,GVVVV,CRZKNY,Patrick St. Michel,https://pitchfork.com/reviews/albums/crzkny-gvvvv/
7.3,March 12 2018,Path,Kraus,Ian Cohen,https://pitchfork.com/reviews/albums/kraus-path/
7.6,March 14 2018,LONER,Caroline Rose,Calum Marsh,https://pitchfork.com/reviews/albums/caroline-rose-loner/
8.0,March 13 2018,Crânio EP,DJ Nigga Fox,Philip Sherburne,https://pitchfork.com/reviews/albums/dj-nigga-fox-cranio-ep/
7.3,March 10 2018,Hunchin’ All Night,,Andy Beta,https://pitchfork.com/reviews/albums/various-artists-hunchin-all-night/
7.4,March 10 2018,Whistle Down the Wind,Joan Baez,Stephen M. Deusner,https://pitchfork.com/reviews/albums/joan-baez-whistle-down-the-wind/
5.7,March 10 2018,"Everything Was Beautiful, and Nothing Hurt",Moby,Sasha Geffen,https://pitchfork.com/reviews/albums/moby-everything-was-beautiful-and-nothing-hurt/
7.3,March 12 2018,I Need to Start a Garden,Haley Heynderickx,Olivia Horn ,https://pitchfork.com/reviews/albums/haley-heynderickx-i-need-to-start-a-garden/
9.6,March 11 2018,Get Up With It,Miles Davis,Andy Beta,https://pitchfork.com/reviews/albums/miles-davis-get-up-with-it/
7.5,March 12 2018,Eucalyptus EP,8ULENTINA,Thea Ballard,https://pitchfork.com/reviews/albums/8ulentina-eucalyptus-ep/
6.6,March 8 2018,You’re Not Alone,Andrew W.K.,Steve Kandell,https://pitchfork.com/reviews/albums/andrew-wk-youre-not-alone/
7.2,March 9 2018,Corpse Fortress,Ilsa,Zoe Camp,https://pitchfork.com/reviews/albums/ilsa-corpse-fortress/
5.8,March 9 2018,Lil Boat 2,Lil Yachty,Sheldon Pearce,https://pitchfork.com/reviews/albums/lil-yachty-lil-boat-2/
6.8,March 9 2018,OMGRONNY,Ronny J,Mehan Jayasuriya,https://pitchfork.com/reviews/albums/ronny-j-omgronny/
8.0,March 7 2018,RR2: The Bitter Dose,Roc Marciano,Phillip Mlynar,https://pitchfork.com/reviews/albums/roc-marciano-rr2-the-bitter-dose/
7.4,March 9 2018,Riddles,Ed Schrader’s Music Beat,Nina Corcoran,https://pitchfork.com/reviews/albums/ed-schraders-music-beat-riddles/
7.8,March 7 2018,How to Socialise & Make Friends,Camp Cope,Melissa Giannini,https://pitchfork.com/reviews/albums/camp-cope-how-to-socialise-and-make-friends/
5.5,March 7 2018,Memories Don’t Die,Tory Lanez,Sheldon Pearce,https://pitchfork.com/reviews/albums/tory-lanez-memories-dont-die/
7.6,March 10 2018,I’m Bad Now,Nap Eyes,Stuart Berman,https://pitchfork.com/reviews/albums/nap-eyes-im-bad-now/
7.7,March 8 2018,Shit Don’t Rhyme No More,Elucid,Paul A. Thompson,https://pitchfork.com/reviews/albums/elucid-shit-dont-rhyme-no-more/
7.4,March 8 2018,"GOOD Job, You Found Me EP",Valee,Torii MacAdams,https://pitchfork.com/reviews/albums/valee-good-job-you-found-me-ep/
7.6,March 8 2018,Feeling EP,Lost Girls,Jenn Pelly,https://pitchfork.com/reviews/albums/lost-girls-feeling-ep/
7.3,March 6 2018,"American Dollar Bill - Keep Facing Sideways, You’re Too Hideous to Look At Face on","Keiji Haino,Sumac",Andy O'Connor,https://pitchfork.com/reviews/albums/keiji-haino-sumac-american-dollar-bill-keep-facing-sideways-youre-too-hideous-to-look-at-face-on/
8.1,March 6 2018,Historian,Lucy Dacus,Sasha Geffen,https://pitchfork.com/reviews/albums/lucy-dacus-historian/
8.4,March 5 2018,Clean,Soccer Mommy,Jenn Pelly,https://pitchfork.com/reviews/albums/soccer-mommy-clean/
7.6,March 6 2018,Black Times,Seun Kuti & Egypt 80,Phillip Mlynar,https://pitchfork.com/reviews/albums/seun-kuti-and-egypt-80-black-times/
6.6,March 5 2018,Drift,The Men,Stuart Berman,https://pitchfork.com/reviews/albums/the-men-drift/
7.7,March 5 2018,Who Are You,E Ruscha V,Philip Sherburne,https://pitchfork.com/reviews/albums/e-ruscha-v-who-are-you/
5.9,March 6 2018,A Productive Cough,Titus Andronicus,Evan Rytlewski,https://pitchfork.com/reviews/albums/titus-andronicus-a-productive-cough/
6.6,March 3 2018,Dreamweapon,Spacemen 3,Michael Hann,https://pitchfork.com/reviews/albums/spacemen-3-dreamweapon/
9.3,March 4 2018,The Diary,Scarface,Hanif Abdurraqib,https://pitchfork.com/reviews/albums/scarface-the-diary/
7.8,March 5 2018,Still Trippin’,DJ Taye ,Meaghan Garvey,https://pitchfork.com/reviews/albums/dj-taye-still-trippin/
8.0,March 5 2018,Record,Tracey Thorn,Laura Snapes,https://pitchfork.com/reviews/albums/tracey-thorn-record/
7.4,March 7 2018,Álbum Desconhecido,P. Adrix,Megan Buerger,https://pitchfork.com/reviews/albums/p-adrix-album-desconhecido/
5.8,March 1 2018,WWW.,Towkio,Jonah Bromwich,https://pitchfork.com/reviews/albums/towkio-www/
7.6,March 2 2018,Hexadic III,,Grayson Haver Currin,https://pitchfork.com/reviews/albums/six-organs-of-admittance-hexadic-iii/
7.1,March 2 2018,All Nerve,The Breeders,Maura Johnston,https://pitchfork.com/reviews/albums/the-breeders-all-nerve/
7.8,March 2 2018,Superorganism,Superorganism ,Ben Cardew,https://pitchfork.com/reviews/albums/superorganism-superorganism/
6.7,March 2 2018,Stone Woman EP,Charlotte Day Wilson,Jay Balfour,https://pitchfork.com/reviews/albums/charlotte-day-wilson-stone-woman-ep/
8.8,March 1 2018,2012 - 2017,A.A.L (Against All Logic) ,Andrew Gaerig,https://pitchfork.com/reviews/albums/aal-against-all-logic-2012-2017/
6.2,March 1 2018,Worldwide Angel,Bad Gyal,Philip Sherburne,https://pitchfork.com/reviews/albums/bad-gyal-worldwide-angel/
7.2,March 3 2018,Tahoe,Dedekind Cut,Andy Beta,https://pitchfork.com/reviews/albums/dedekind-cut-tahoe/
7.4,March 3 2018,Felt,Suuns,Ryan Burleson,https://pitchfork.com/reviews/albums/suuns-felt/
5.4,February 28 2018,Time & Space,Turnstile,Sam Lefebvre,https://pitchfork.com/reviews/albums/turnstile-time-and-space/
7.7,March 3 2018,Once EP,Peggy Gou,Philip Sherburne,https://pitchfork.com/reviews/albums/peggy-gou-once-ep/
7.0,March 1 2018,This Is Eggland,The Lovely Eggs,Katherine St. Asaph,https://pitchfork.com/reviews/albums/the-lovely-eggs-this-is-eggland/
5.0,February 26 2018,Lo Moon,Lo Moon,Ian Cohen,https://pitchfork.com/reviews/albums/lo-moon-lo-moon/
8.3,February 26 2018,Gangin,SOB X RBE,Paul A. Thompson,https://pitchfork.com/reviews/albums/sob-x-rbe-gangin/
6.3,February 27 2018,async remodels,Ryuichi Sakamoto,Daniel Martin-McCormick,https://pitchfork.com/reviews/albums/ryuichi-sakamoto-async-remodels/
7.7,February 27 2018,Landfall,"Laurie Anderson,Kronos Quartet",Jenn Pelly,https://pitchfork.com/reviews/albums/laurie-anderson-kronos-quartet-landfall/
6.4,February 27 2018,Hundred Acres,S. Carey,Ryan Burleson,https://pitchfork.com/reviews/albums/s-carey-hundred-acres/
6.8,February 26 2018,Witness Marks: The Works of John B. McLemore,John B. McLemore,Kevin Lozano,https://pitchfork.com/reviews/albums/john-b-mclemore-witness-marks-the-works-of-john-b-mclemore/
7.4,February 26 2018,FEVER,Black Milk,Jay Balfour,https://pitchfork.com/reviews/albums/black-milk-fever/
7.5,February 28 2018,Smell Smoke,Vundabar,Margaret Farrell,https://pitchfork.com/reviews/albums/vundabar-smell-smoke/
7.0,February 27 2018,Three/Three,Dabrye,Max Mertens,https://pitchfork.com/reviews/albums/dabrye-threethree/
5.2,February 28 2018,In Tongues EP,Joji,Michelle Kim,https://pitchfork.com/reviews/albums/joji-in-tongues/
6.7,February 28 2018,Basic Behaviour,FRIGS,Madison Bloom,https://pitchfork.com/reviews/albums/frigs-basic-behaviour/
7.2,February 26 2018,Language,Starchild & the New Romantic,Matthew  Ismael Ruiz,https://pitchfork.com/reviews/albums/starchild-and-the-new-romantic-language/
5.6,February 25 2018,40oz. to Freedom,Sublime,Evan Rytlewski,https://pitchfork.com/reviews/albums/sublime-40oz-to-freedom/
8.7,February 23 2018,Reachin’ (A New Refutation of Time and Space),Digable Planets,Sheldon Pearce,https://pitchfork.com/reviews/albums/digable-planets-reachin-a-new-refutation-of-time-and-space/
7.0,February 24 2018,Gemini II,Johanna Warren,Sam Sodomsky,https://pitchfork.com/reviews/albums/johanna-warren-gemini-ii/
8.0,February 24 2018,Lala Belu,Hailu Mergia,Jazz Monroe,https://pitchfork.com/reviews/albums/hailu-mergia-lala-belu/
7.8,February 24 2018,Victory Lap,Nipsey Hussle,Sheldon Pearce,https://pitchfork.com/reviews/albums/nipsey-hussle-victory-lap/
7.8,February 22 2018,Loma,Loma,Sasha Geffen,https://pitchfork.com/reviews/albums/loma-loma/
6.3,February 24 2018,Game Winner EP,Joey Dosik,Jay Balfour,https://pitchfork.com/reviews/albums/joey-dosik-game-winner-ep/
7.6,February 22 2018,Black Panther (Original Score),Ludwig Göransson,Brian Josephs,https://pitchfork.com/reviews/albums/ludwig-goransson-black-panther-original-score/
7.2,February 23 2018,2 Heartless,Moneybagg Yo,Jackson Howard,https://pitchfork.com/reviews/albums/moneybagg-yo-2-heartless/
3.3,February 23 2018,Kyoto,Tyga,Torii MacAdams,https://pitchfork.com/reviews/albums/tyga-kyoto/
5.0,February 22 2018,Heart Break Kodak,Kodak Black,Briana Younger,https://pitchfork.com/reviews/albums/kodak-black-heart-break-kodak/
8.0,February 23 2018,All at Once,Screaming Females,Brad Shoup,https://pitchfork.com/reviews/albums/screaming-females-all-at-once/
7.3,February 22 2018,American Nightmare,American Nightmare,Luke O'Neil,https://pitchfork.com/reviews/albums/american-nightmare-american-nightmare/
7.2,February 21 2018,"How to Solve Our Human Problems, Pt. 3",Belle and Sebastian,Stuart Berman,https://pitchfork.com/reviews/albums/belle-and-sebastian-how-to-solve-our-human-problems-pt-3/
7.1,February 19 2018,Room Inside the World,Ought,Jenn Pelly,https://pitchfork.com/reviews/albums/ought-room-inside-the-world/
7.9,February 19 2018,A Whole Fucking Lifetime of This,American Pleasure Club,Jonah Bromwich,https://pitchfork.com/reviews/albums/american-pleasure-club-a-whole-fucking-lifetime-of-this/
